age, workclass, native-country, sex, race, marital-status, income
[23 - 39], [12 - 13], [0 - 2174], 0, [40 - 56], gov, United-States, Male, White, Not-in-family, Other, Never-married, <=50K
[35 - 54], [9 - 10], 0, 0, [40 - 45], Private, United-States, Male, White, Not-in-family, Other, Divorced, <=50K
[35 - 54], [9 - 10], 0, 0, [40 - 45], Private, United-States, Male, White, Not-in-family, Other, Divorced, <=50K
[35 - 54], [9 - 10], 0, 0, [40 - 45], Private, United-States, Male, White, Not-in-family, Other, Divorced, <=50K
[33 - 50], [4 - 12], 0, 0, [40 - 45], Private, Non-US, Male, White, Husband, Craft-repair, Married-civ-spouse, <=50K
[33 - 50], [4 - 12], 0, 0, [40 - 45], Private, Non-US, Male, White, Husband, Craft-repair, Married-civ-spouse, <=50K
[33 - 50], [4 - 12], 0, 0, [40 - 45], Private, Non-US, Male, White, Husband, Craft-repair, Married-civ-spouse, >50K
[31 - 53], [9 - 13], 0, 0, [40 - 45], Private, United-States, Male, White, Husband, Transport-moving, Married-civ-spouse, >50K
[31 - 53], [9 - 13], 0, 0, [40 - 45], Private, United-States, Male, White, Husband, Transport-moving, Married-civ-spouse, <=50K
[31 - 53], [9 - 13], 0, 0, [40 - 45], Private, United-States, Male, White, Husband, Transport-moving, Married-civ-spouse, <=50K
[23 - 28], [9 - 11], 0, 0, 40, Private, Non-US, Female, *, Wife, Adm-clerical, Married-civ-spouse, <=50K
[23 - 28], [9 - 11], 0, 0, 40, Private, Non-US, Female, *, Wife, Adm-clerical, Married-civ-spouse, <=50K
[23 - 28], [9 - 11], 0, 0, 40, Private, Non-US, Female, *, Wife, Adm-clerical, Married-civ-spouse, <=50K
[43 - 74], [9 - 10], 0, 0, [9 - 40], Private, United-States, Female, White, Not-in-family, Adm-clerical, Divorced, <=50K
[43 - 74], [9 - 10], 0, 0, [9 - 40], Private, United-States, Female, White, Not-in-family, Adm-clerical, Divorced, <=50K
[43 - 74], [9 - 10], 0, 0, [9 - 40], Private, United-States, Female, White, Not-in-family, Adm-clerical, Divorced, <=50K
[25 - 32], [10 - 13], [0 - 2174], 0, [40 - 45], Private, United-States, Male, White, Not-in-family, Tech-support, Never-married, <=50K
[25 - 32], [10 - 13], [0 - 2174], 0, [40 - 45], Private, United-States, Male, White, Not-in-family, Tech-support, Never-married, <=50K
[25 - 32], [10 - 13], [0 - 2174], 0, [40 - 45], Private, United-States, Male, White, Not-in-family, Tech-support, Never-married, <=50K
[39 - 61], [9 - 10], 0, [0 - 2352], [50 - 54], self, United-States, Male, White, Husband, Farming-fishing, Married-civ-spouse, >50K
[39 - 61], [9 - 10], 0, [0 - 2352], [50 - 54], self, United-States, Male, White, Husband, Farming-fishing, Married-civ-spouse, <=50K
[39 - 61], [9 - 10], 0, [0 - 2352], [50 - 54], self, United-States, Male, White, Husband, Farming-fishing, Married-civ-spouse, >50K
[34 - 48], [13 - 14], [0 - 7298], [0 - 1902], [35 - 40], Private, Non-US, Male, *, Husband, Exec-managerial, Married-civ-spouse, >50K
[34 - 48], [13 - 14], [0 - 7298], [0 - 1902], [35 - 40], Private, Non-US, Male, *, Husband, Exec-managerial, Married-civ-spouse, >50K
[34 - 48], [13 - 14], [0 - 7298], [0 - 1902], [35 - 40], Private, Non-US, Male, *, Husband, Exec-managerial, Married-civ-spouse, >50K
[36 - 42], [10 - 13], 0, 0, [24 - 40], *, United-States, Female, Black, Not-in-family, *, Divorced, >50K
[36 - 42], [10 - 13], 0, 0, [24 - 40], *, United-States, Female, Black, Not-in-family, *, Divorced, <=50K
[36 - 42], [10 - 13], 0, 0, [24 - 40], *, United-States, Female, Black, Not-in-family, *, Divorced, <=50K
[22 - 42], [3 - 10], 0, 0, [30 - 40], Private, Non-US, Female, White, *, *, Married-civ-spouse, <=50K
[22 - 42], [3 - 10], 0, 0, [30 - 40], Private, Non-US, Female, White, *, *, Married-civ-spouse, <=50K
[22 - 42], [3 - 10], 0, 0, [30 - 40], Private, Non-US, Female, White, *, *, Married-civ-spouse, <=50K
[24 - 29], [10 - 13], 0, 0, [20 - 40], Private, United-States, Female, White, Not-in-family, Tech-support, Never-married, <=50K
[24 - 29], [10 - 13], 0, 0, [20 - 40], Private, United-States, Female, White, Not-in-family, Tech-support, Never-married, <=50K
[24 - 29], [10 - 13], 0, 0, [20 - 40], Private, United-States, Female, White, Not-in-family, Tech-support, Never-married, <=50K
[24 - 58], [4 - 9], 0, 0, [40 - 50], self, United-States, Male, White, Husband, Handlers-cleaners, Married-civ-spouse, <=50K
[24 - 58], [4 - 9], 0, 0, [40 - 50], self, United-States, Male, White, Husband, Handlers-cleaners, Married-civ-spouse, <=50K
[24 - 58], [4 - 9], 0, 0, [40 - 50], self, United-States, Male, White, Husband, Handlers-cleaners, Married-civ-spouse, <=50K
[46 - 59], [6 - 9], 0, 0, [30 - 45], Local-gov, United-States, Male, White, Husband, Other, Married-civ-spouse, <=50K
[46 - 59], [6 - 9], 0, 0, [30 - 45], Local-gov, United-States, Male, White, Husband, Other, Married-civ-spouse, <=50K
[46 - 59], [6 - 9], 0, 0, [30 - 45], Local-gov, United-States, Male, White, Husband, Other, Married-civ-spouse, <=50K
[30 - 33], [9 - 13], 0, 0, [20 - 45], Private, United-States, Male, White, *, Craft-repair, Never-married, <=50K
[30 - 33], [9 - 13], 0, 0, [20 - 45], Private, United-States, Male, White, *, Craft-repair, Never-married, <=50K
[30 - 33], [9 - 13], 0, 0, [20 - 45], Private, United-States, Male, White, *, Craft-repair, Never-married, <=50K
[19 - 24], 9, 0, 0, [30 - 40], Private, *, *, Black, Unmarried, Nontechnical, Never-married, <=50K
[19 - 24], 9, 0, 0, [30 - 40], Private, *, *, Black, Unmarried, Nontechnical, Never-married, <=50K
[19 - 24], 9, 0, 0, [30 - 40], Private, *, *, Black, Unmarried, Nontechnical, Never-married, <=50K
[20 - 26], [10 - 12], 0, 0, [35 - 40], Private, United-States, Male, White, Not-in-family, Sales, Never-married, <=50K
[20 - 26], [10 - 12], 0, 0, [35 - 40], Private, United-States, Male, White, Not-in-family, Sales, Never-married, <=50K
[20 - 26], [10 - 12], 0, 0, [35 - 40], Private, United-States, Male, White, Not-in-family, Sales, Never-married, <=50K
[27 - 33], [6 - 9], 0, 0, [20 - 40], Private, United-States, Male, White, Not-in-family, Other, Never-married, <=50K
[27 - 33], [6 - 9], 0, 0, [20 - 40], Private, United-States, Male, White, Not-in-family, Other, Never-married, <=50K
[27 - 33], [6 - 9], 0, 0, [20 - 40], Private, United-States, Male, White, Not-in-family, Other, Never-married, <=50K
[18 - 22], [7 - 10], 0, 0, [5 - 40], gov, United-States, Female, *, Own-child, Other, Never-married, <=50K
[18 - 22], [7 - 10], 0, 0, [5 - 40], gov, United-States, Female, *, Own-child, Other, Never-married, <=50K
[18 - 22], [7 - 10], 0, 0, [5 - 40], gov, United-States, Female, *, Own-child, Other, Never-married, <=50K
[35 - 51], [13 - 14], 0, 0, [42 - 60], self, United-States, Male, White, Not-in-family, Sales, Never-married, <=50K
[35 - 51], [13 - 14], 0, 0, [42 - 60], self, United-States, Male, White, Not-in-family, Sales, Never-married, <=50K
[35 - 51], [13 - 14], 0, 0, [42 - 60], self, United-States, Male, White, Not-in-family, Sales, Never-married, >50K
[23 - 56], [3 - 12], 0, 0, [25 - 72], Private, Non-US, Male, White, Not-in-family, *, *, <=50K
[23 - 56], [3 - 12], 0, 0, [25 - 72], Private, Non-US, Male, White, Not-in-family, *, *, <=50K
[23 - 56], [3 - 12], 0, 0, [25 - 72], Private, Non-US, Male, White, Not-in-family, *, *, <=50K
[31 - 44], [10 - 14], 0, [0 - 1902], 40, Private, United-States, Male, White, Husband, Tech-support, Married-civ-spouse, >50K
[31 - 44], [10 - 14], 0, [0 - 1902], 40, Private, United-States, Male, White, Husband, Tech-support, Married-civ-spouse, <=50K
[31 - 44], [10 - 14], 0, [0 - 1902], 40, Private, United-States, Male, White, Husband, Tech-support, Married-civ-spouse, >50K
[37 - 44], [9 - 10], 0, [0 - 2415], [6 - 60], Private, United-States, Female, White, Wife, Adm-clerical, Married-civ-spouse, <=50K
[37 - 44], [9 - 10], 0, [0 - 2415], [6 - 60], Private, United-States, Female, White, Wife, Adm-clerical, Married-civ-spouse, >50K
[37 - 44], [9 - 10], 0, [0 - 2415], [6 - 60], Private, United-States, Female, White, Wife, Adm-clerical, Married-civ-spouse, <=50K
[26 - 32], [5 - 13], [0 - 7688], 0, [40 - 70], self, Non-US, Male, White, Husband, Technical, Married-civ-spouse, <=50K
[26 - 32], [5 - 13], [0 - 7688], 0, [40 - 70], self, Non-US, Male, White, Husband, Technical, Married-civ-spouse, <=50K
[26 - 32], [5 - 13], [0 - 7688], 0, [40 - 70], self, Non-US, Male, White, Husband, Technical, Married-civ-spouse, >50K
[33 - 62], [10 - 14], 0, 0, [40 - 50], Private, United-States, Male, White, Husband, Prof-specialty, Married-civ-spouse, >50K
[33 - 62], [10 - 14], 0, 0, [40 - 50], Private, United-States, Male, White, Husband, Prof-specialty, Married-civ-spouse, >50K
[33 - 62], [10 - 14], 0, 0, [40 - 50], Private, United-States, Male, White, Husband, Prof-specialty, Married-civ-spouse, >50K
[43 - 46], [10 - 14], 0, [0 - 1564], [30 - 45], self, United-States, Male, White, Not-in-family, Exec-managerial, Divorced, >50K
[43 - 46], [10 - 14], 0, [0 - 1564], [30 - 45], self, United-States, Male, White, Not-in-family, Exec-managerial, Divorced, <=50K
[43 - 46], [10 - 14], 0, [0 - 1564], [30 - 45], self, United-States, Male, White, Not-in-family, Exec-managerial, Divorced, <=50K
[22 - 55], 9, 0, 0, [38 - 55], Private, United-States, Male, White, Not-in-family, Sales, *, <=50K
[22 - 55], 9, 0, 0, [38 - 55], Private, United-States, Male, White, Not-in-family, Sales, *, <=50K
[22 - 55], 9, 0, 0, [38 - 55], Private, United-States, Male, White, Not-in-family, Sales, *, <=50K
[25 - 60], [9 - 10], 0, 0, 40, Private, United-States, Male, White, Husband, Craft-repair, Married-civ-spouse, <=50K
[25 - 60], [9 - 10], 0, 0, 40, Private, United-States, Male, White, Husband, Craft-repair, Married-civ-spouse, <=50K
[25 - 60], [9 - 10], 0, 0, 40, Private, United-States, Male, White, Husband, Craft-repair, Married-civ-spouse, >50K
[23 - 34], [9 - 13], 0, 0, [15 - 40], *, United-States, Female, White, *, Adm-clerical, Never-married, <=50K
[23 - 34], [9 - 13], 0, 0, [15 - 40], *, United-States, Female, White, *, Adm-clerical, Never-married, <=50K
[23 - 34], [9 - 13], 0, 0, [15 - 40], *, United-States, Female, White, *, Adm-clerical, Never-married, <=50K
[17 - 20], [7 - 10], 0, 0, [10 - 40], Private, United-States, Male, White, Own-child, Other-service, Never-married, <=50K
[17 - 20], [7 - 10], 0, 0, [10 - 40], Private, United-States, Male, White, Own-child, Other-service, Never-married, <=50K
[17 - 20], [7 - 10], 0, 0, [10 - 40], Private, United-States, Male, White, Own-child, Other-service, Never-married, <=50K
[31 - 40], [10 - 14], 0, 0, [35 - 40], State-gov, United-States, Male, White, Husband, Technical, Married-civ-spouse, >50K
[31 - 40], [10 - 14], 0, 0, [35 - 40], State-gov, United-States, Male, White, Husband, Technical, Married-civ-spouse, <=50K
[31 - 40], [10 - 14], 0, 0, [35 - 40], State-gov, United-States, Male, White, Husband, Technical, Married-civ-spouse, >50K
[35 - 45], 9, 0, 0, 40, Private, United-States, Male, Black, Husband, Technical, Married-civ-spouse, <=50K
[35 - 45], 9, 0, 0, 40, Private, United-States, Male, Black, Husband, Technical, Married-civ-spouse, <=50K
[35 - 45], 9, 0, 0, 40, Private, United-States, Male, Black, Husband, Technical, Married-civ-spouse, >50K
[20 - 38], [9 - 13], [0 - 15024], 0, [30 - 60], Private, United-States, Male, White, Husband, Sales, Married-civ-spouse, <=50K
[20 - 38], [9 - 13], [0 - 15024], 0, [30 - 60], Private, United-States, Male, White, Husband, Sales, Married-civ-spouse, <=50K
[20 - 38], [9 - 13], [0 - 15024], 0, [30 - 60], Private, United-States, Male, White, Husband, Sales, Married-civ-spouse, >50K
[36 - 59], [9 - 10], 0, 0, [38 - 40], Local-gov, United-States, Female, White, Wife, Other, Married-civ-spouse, <=50K
[36 - 59], [9 - 10], 0, 0, [38 - 40], Local-gov, United-States, Female, White, Wife, Other, Married-civ-spouse, <=50K
[36 - 59], [9 - 10], 0, 0, [38 - 40], Local-gov, United-States, Female, White, Wife, Other, Married-civ-spouse, >50K
[29 - 46], [9 - 12], 0, 0, [35 - 40], self, United-States, Male, White, Not-in-family, Craft-repair, Separated, <=50K
[29 - 46], [9 - 12], 0, 0, [35 - 40], self, United-States, Male, White, Not-in-family, Craft-repair, Separated, <=50K
[29 - 46], [9 - 12], 0, 0, [35 - 40], self, United-States, Male, White, Not-in-family, Craft-repair, Separated, <=50K
[25 - 41], [10 - 14], 0, [0 - 1977], [50 - 65], Private, United-States, Male, White, Husband, Exec-managerial, Married-civ-spouse, >50K
[25 - 41], [10 - 14], 0, [0 - 1977], [50 - 65], Private, United-States, Male, White, Husband, Exec-managerial, Married-civ-spouse, >50K
[25 - 41], [10 - 14], 0, [0 - 1977], [50 - 65], Private, United-States, Male, White, Husband, Exec-managerial, Married-civ-spouse, <=50K
[17 - 22], [7 - 10], [0 - 2176], 0, [18 - 40], Private, United-States, Male, White, Own-child, Handlers-cleaners, Never-married, <=50K
[17 - 22], [7 - 10], [0 - 2176], 0, [18 - 40], Private, United-States, Male, White, Own-child, Handlers-cleaners, Never-married, <=50K
[17 - 22], [7 - 10], [0 - 2176], 0, [18 - 40], Private, United-States, Male, White, Own-child, Handlers-cleaners, Never-married, <=50K
[20 - 40], [9 - 10], 0, 0, [20 - 40], Private, United-States, Female, White, Not-in-family, Other-service, Never-married, <=50K
[20 - 40], [9 - 10], 0, 0, [20 - 40], Private, United-States, Female, White, Not-in-family, Other-service, Never-married, <=50K
[20 - 40], [9 - 10], 0, 0, [20 - 40], Private, United-States, Female, White, Not-in-family, Other-service, Never-married, <=50K
[29 - 36], [11 - 12], [0 - 2174], 0, [45 - 64], Private, United-States, Female, White, Not-in-family, Tech-support, Divorced, <=50K
[29 - 36], [11 - 12], [0 - 2174], 0, [45 - 64], Private, United-States, Female, White, Not-in-family, Tech-support, Divorced, <=50K
[29 - 36], [11 - 12], [0 - 2174], 0, [45 - 64], Private, United-States, Female, White, Not-in-family, Tech-support, Divorced, <=50K
[28 - 40], [4 - 10], 0, [0 - 2179], 40, Private, Non-US, Male, *, Husband, *, Married-civ-spouse, <=50K
[28 - 40], [4 - 10], 0, [0 - 2179], 40, Private, Non-US, Male, *, Husband, *, Married-civ-spouse, <=50K
[28 - 40], [4 - 10], 0, [0 - 2179], 40, Private, Non-US, Male, *, Husband, *, Married-civ-spouse, <=50K
[23 - 52], [9 - 10], 0, 0, 40, Private, United-States, Male, White, Husband, Adm-clerical, Married-civ-spouse, <=50K
[23 - 52], [9 - 10], 0, 0, 40, Private, United-States, Male, White, Husband, Adm-clerical, Married-civ-spouse, <=50K
[23 - 52], [9 - 10], 0, 0, 40, Private, United-States, Male, White, Husband, Adm-clerical, Married-civ-spouse, <=50K
[38 - 46], [9 - 10], 0, 0, [20 - 50], Self-emp-not-inc, United-States, Male, White, Husband, Craft-repair, Married-civ-spouse, <=50K
[38 - 46], [9 - 10], 0, 0, [20 - 50], Self-emp-not-inc, United-States, Male, White, Husband, Craft-repair, Married-civ-spouse, <=50K
[38 - 46], [9 - 10], 0, 0, [20 - 50], Self-emp-not-inc, United-States, Male, White, Husband, Craft-repair, Married-civ-spouse, <=50K
[43 - 49], [10 - 16], [0 - 15024], [0 - 1977], [40 - 60], Private, United-States, Male, White, Husband, Exec-managerial, Married-civ-spouse, >50K
[43 - 49], [10 - 16], [0 - 15024], [0 - 1977], [40 - 60], Private, United-States, Male, White, Husband, Exec-managerial, Married-civ-spouse, >50K
[43 - 49], [10 - 16], [0 - 15024], [0 - 1977], [40 - 60], Private, United-States, Male, White, Husband, Exec-managerial, Married-civ-spouse, <=50K
[17 - 30], [6 - 13], 0, 0, [19 - 21], Private, United-States, Female, White, Own-child, Other-service, Never-married, <=50K
[17 - 30], [6 - 13], 0, 0, [19 - 21], Private, United-States, Female, White, Own-child, Other-service, Never-married, <=50K
[17 - 30], [6 - 13], 0, 0, [19 - 21], Private, United-States, Female, White, Own-child, Other-service, Never-married, <=50K
[24 - 34], [7 - 10], [0 - 594], 0, [40 - 60], Local-gov, United-States, Male, Black, Not-in-family, *, *, <=50K
[24 - 34], [7 - 10], [0 - 594], 0, [40 - 60], Local-gov, United-States, Male, Black, Not-in-family, *, *, <=50K
[24 - 34], [7 - 10], [0 - 594], 0, [40 - 60], Local-gov, United-States, Male, Black, Not-in-family, *, *, <=50K
[32 - 44], [9 - 13], 0, [0 - 1977], [40 - 45], *, United-States, Female, White, Wife, Nontechnical, Married-civ-spouse, >50K
[32 - 44], [9 - 13], 0, [0 - 1977], [40 - 45], *, United-States, Female, White, Wife, Nontechnical, Married-civ-spouse, >50K
[32 - 44], [9 - 13], 0, [0 - 1977], [40 - 45], *, United-States, Female, White, Wife, Nontechnical, Married-civ-spouse, <=50K
[25 - 29], 9, 0, 0, [40 - 55], Private, United-States, Male, White, Not-in-family, *, Divorced, <=50K
[25 - 29], 9, 0, 0, [40 - 55], Private, United-States, Male, White, Not-in-family, *, Divorced, <=50K
[25 - 29], 9, 0, 0, [40 - 55], Private, United-States, Male, White, Not-in-family, *, Divorced, <=50K
[33 - 69], [6 - 13], 0, 0, [35 - 40], Private, United-States, Female, White, *, Technical, Never-married, <=50K
[33 - 69], [6 - 13], 0, 0, [35 - 40], Private, United-States, Female, White, *, Technical, Never-married, <=50K
[33 - 69], [6 - 13], 0, 0, [35 - 40], Private, United-States, Female, White, *, Technical, Never-married, <=50K
[23 - 38], [9 - 10], 0, 0, [40 - 60], Private, United-States, Male, White, Husband, Transport-moving, Married-civ-spouse, <=50K
[23 - 38], [9 - 10], 0, 0, [40 - 60], Private, United-States, Male, White, Husband, Transport-moving, Married-civ-spouse, <=50K
[23 - 38], [9 - 10], 0, 0, [40 - 60], Private, United-States, Male, White, Husband, Transport-moving, Married-civ-spouse, <=50K
[28 - 43], [13 - 14], 0, [0 - 1408], [20 - 40], gov, United-States, Male, White, Not-in-family, Prof-specialty, Never-married, <=50K
[28 - 43], [13 - 14], 0, [0 - 1408], [20 - 40], gov, United-States, Male, White, Not-in-family, Prof-specialty, Never-married, <=50K
[28 - 43], [13 - 14], 0, [0 - 1408], [20 - 40], gov, United-States, Male, White, Not-in-family, Prof-specialty, Never-married, <=50K
[40 - 49], [11 - 13], [0 - 2174], 0, [40 - 60], self, United-States, Female, White, Not-in-family, Prof-specialty, *, <=50K
[40 - 49], [11 - 13], [0 - 2174], 0, [40 - 60], self, United-States, Female, White, Not-in-family, Prof-specialty, *, <=50K
[40 - 49], [11 - 13], [0 - 2174], 0, [40 - 60], self, United-States, Female, White, Not-in-family, Prof-specialty, *, <=50K
[24 - 27], [9 - 11], 0, [0 - 1980], [38 - 40], Private, *, Male, *, Own-child, Craft-repair, Never-married, <=50K
[24 - 27], [9 - 11], 0, [0 - 1980], [38 - 40], Private, *, Male, *, Own-child, Craft-repair, Never-married, <=50K
[24 - 27], [9 - 11], 0, [0 - 1980], [38 - 40], Private, *, Male, *, Own-child, Craft-repair, Never-married, <=50K
[27 - 35], [10 - 14], 0, 0, [40 - 60], Private, United-States, Male, White, Not-in-family, Prof-specialty, Never-married, <=50K
[27 - 35], [10 - 14], 0, 0, [40 - 60], Private, United-States, Male, White, Not-in-family, Prof-specialty, Never-married, <=50K
[27 - 35], [10 - 14], 0, 0, [40 - 60], Private, United-States, Male, White, Not-in-family, Prof-specialty, Never-married, >50K
[19 - 24], [9 - 12], 0, [0 - 1719], [8 - 40], *, United-States, Male, White, Own-child, Other, Never-married, <=50K
[19 - 24], [9 - 12], 0, [0 - 1719], [8 - 40], *, United-States, Male, White, Own-child, Other, Never-married, <=50K
[19 - 24], [9 - 12], 0, [0 - 1719], [8 - 40], *, United-States, Male, White, Own-child, Other, Never-married, <=50K
[44 - 65], [2 - 9], 0, 0, [24 - 40], Private, United-States, Female, Black, *, *, Widowed, <=50K
[44 - 65], [2 - 9], 0, 0, [24 - 40], Private, United-States, Female, Black, *, *, Widowed, <=50K
[44 - 65], [2 - 9], 0, 0, [24 - 40], Private, United-States, Female, Black, *, *, Widowed, <=50K
[37 - 59], [9 - 11], 0, [0 - 1977], 40, Private, United-States, Male, *, Husband, Craft-repair, Married-civ-spouse, <=50K
[37 - 59], [9 - 11], 0, [0 - 1977], 40, Private, United-States, Male, *, Husband, Craft-repair, Married-civ-spouse, >50K
[37 - 59], [9 - 11], 0, [0 - 1977], 40, Private, United-States, Male, *, Husband, Craft-repair, Married-civ-spouse, <=50K
[19 - 24], [9 - 10], 0, 0, [40 - 45], Private, United-States, Female, Black, Own-child, Machine-op-inspct, Never-married, <=50K
[19 - 24], [9 - 10], 0, 0, [40 - 45], Private, United-States, Female, Black, Own-child, Machine-op-inspct, Never-married, <=50K
[19 - 24], [9 - 10], 0, 0, [40 - 45], Private, United-States, Female, Black, Own-child, Machine-op-inspct, Never-married, <=50K
[30 - 38], [9 - 10], 0, 0, [40 - 50], Private, United-States, Male, Black, Husband, Other, Married-civ-spouse, <=50K
[30 - 38], [9 - 10], 0, 0, [40 - 50], Private, United-States, Male, Black, Husband, Other, Married-civ-spouse, <=50K
[30 - 38], [9 - 10], 0, 0, [40 - 50], Private, United-States, Male, Black, Husband, Other, Married-civ-spouse, <=50K
[42 - 62], [5 - 9], 0, 0, 40, Local-gov, United-States, Male, *, Husband, Other, Married-civ-spouse, <=50K
[42 - 62], [5 - 9], 0, 0, 40, Local-gov, United-States, Male, *, Husband, Other, Married-civ-spouse, <=50K
[42 - 62], [5 - 9], 0, 0, 40, Local-gov, United-States, Male, *, Husband, Other, Married-civ-spouse, <=50K
[32 - 34], [10 - 13], 0, 0, 50, Private, United-States, Male, White, Husband, Prof-specialty, Married-civ-spouse, <=50K
[32 - 34], [10 - 13], 0, 0, 50, Private, United-States, Male, White, Husband, Prof-specialty, Married-civ-spouse, >50K
[32 - 34], [10 - 13], 0, 0, 50, Private, United-States, Male, White, Husband, Prof-specialty, Married-civ-spouse, >50K
[41 - 50], [2 - 11], 0, [0 - 1380], [40 - 42], Private, United-States, *, White, Unmarried, *, Married-spouse-absent, <=50K
[41 - 50], [2 - 11], 0, [0 - 1380], [40 - 42], Private, United-States, *, White, Unmarried, *, Married-spouse-absent, <=50K
[41 - 50], [2 - 11], 0, [0 - 1380], [40 - 42], Private, United-States, *, White, Unmarried, *, Married-spouse-absent, <=50K
[44 - 52], [9 - 14], 0, 0, [40 - 58], Private, United-States, Male, White, Unmarried, *, Divorced, <=50K
[44 - 52], [9 - 14], 0, 0, [40 - 58], Private, United-States, Male, White, Unmarried, *, Divorced, >50K
[44 - 52], [9 - 14], 0, 0, [40 - 58], Private, United-States, Male, White, Unmarried, *, Divorced, <=50K
[60 - 67], [4 - 11], 0, 0, [20 - 40], Private, United-States, Female, White, Not-in-family, Other-service, Divorced, <=50K
[60 - 67], [4 - 11], 0, 0, [20 - 40], Private, United-States, Female, White, Not-in-family, Other-service, Divorced, <=50K
[60 - 67], [4 - 11], 0, 0, [20 - 40], Private, United-States, Female, White, Not-in-family, Other-service, Divorced, <=50K
[18 - 32], [7 - 10], 0, 0, [20 - 40], Private, United-States, Female, *, Own-child, Adm-clerical, *, <=50K
[18 - 32], [7 - 10], 0, 0, [20 - 40], Private, United-States, Female, *, Own-child, Adm-clerical, *, <=50K
[18 - 32], [7 - 10], 0, 0, [20 - 40], Private, United-States, Female, *, Own-child, Adm-clerical, *, <=50K
[23 - 46], [6 - 11], 0, 0, [40 - 56], gov, United-States, Male, White, Not-in-family, *, Divorced, <=50K
[23 - 46], [6 - 11], 0, 0, [40 - 56], gov, United-States, Male, White, Not-in-family, *, Divorced, <=50K
[23 - 46], [6 - 11], 0, 0, [40 - 56], gov, United-States, Male, White, Not-in-family, *, Divorced, <=50K
[31 - 41], [9 - 10], 0, 0, [36 - 40], Private, United-States, Female, White, Unmarried, Adm-clerical, Divorced, <=50K
[31 - 41], [9 - 10], 0, 0, [36 - 40], Private, United-States, Female, White, Unmarried, Adm-clerical, Divorced, <=50K
[31 - 41], [9 - 10], 0, 0, [36 - 40], Private, United-States, Female, White, Unmarried, Adm-clerical, Divorced, <=50K
[23 - 35], [9 - 13], 0, 0, [40 - 55], *, *, Male, White, Not-in-family, Other, Never-married, <=50K
[23 - 35], [9 - 13], 0, 0, [40 - 55], *, *, Male, White, Not-in-family, Other, Never-married, <=50K
[23 - 35], [9 - 13], 0, 0, [40 - 55], *, *, Male, White, Not-in-family, Other, Never-married, <=50K
[33 - 54], [9 - 11], 0, 0, [35 - 40], gov, United-States, Female, Black, Unmarried, *, *, <=50K
[33 - 54], [9 - 11], 0, 0, [35 - 40], gov, United-States, Female, Black, Unmarried, *, *, <=50K
[33 - 54], [9 - 11], 0, 0, [35 - 40], gov, United-States, Female, Black, Unmarried, *, *, >50K
[38 - 40], [9 - 11], 0, 0, 40, Private, United-States, Female, White, Unmarried, Other, Divorced, <=50K
[38 - 40], [9 - 11], 0, 0, 40, Private, United-States, Female, White, Unmarried, Other, Divorced, <=50K
[38 - 40], [9 - 11], 0, 0, 40, Private, United-States, Female, White, Unmarried, Other, Divorced, <=50K
[38 - 53], [13 - 16], [0 - 15024], 0, [45 - 80], Self-emp-inc, United-States, Male, White, Husband, Exec-managerial, Married-civ-spouse, >50K
[38 - 53], [13 - 16], [0 - 15024], 0, [45 - 80], Self-emp-inc, United-States, Male, White, Husband, Exec-managerial, Married-civ-spouse, <=50K
[38 - 53], [13 - 16], [0 - 15024], 0, [45 - 80], Self-emp-inc, United-States, Male, White, Husband, Exec-managerial, Married-civ-spouse, >50K
[33 - 50], [9 - 13], [0 - 7688], 0, [40 - 50], Private, United-States, Male, White, Husband, Exec-managerial, Married-civ-spouse, >50K
[33 - 50], [9 - 13], [0 - 7688], 0, [40 - 50], Private, United-States, Male, White, Husband, Exec-managerial, Married-civ-spouse, >50K
[33 - 50], [9 - 13], [0 - 7688], 0, [40 - 50], Private, United-States, Male, White, Husband, Exec-managerial, Married-civ-spouse, >50K
[42 - 52], [13 - 15], 0, [0 - 1902], [40 - 60], Self-emp-not-inc, United-States, Male, White, Husband, Prof-specialty, Married-civ-spouse, <=50K
[42 - 52], [13 - 15], 0, [0 - 1902], [40 - 60], Self-emp-not-inc, United-States, Male, White, Husband, Prof-specialty, Married-civ-spouse, >50K
[42 - 52], [13 - 15], 0, [0 - 1902], [40 - 60], Self-emp-not-inc, United-States, Male, White, Husband, Prof-specialty, Married-civ-spouse, >50K
[42 - 46], [7 - 16], [0 - 25236], 0, [40 - 65], Private, *, Female, *, Unmarried, Technical, Divorced, <=50K
[42 - 46], [7 - 16], [0 - 25236], 0, [40 - 65], Private, *, Female, *, Unmarried, Technical, Divorced, >50K
[42 - 46], [7 - 16], [0 - 25236], 0, [40 - 65], Private, *, Female, *, Unmarried, Technical, Divorced, >50K
[47 - 67], [9 - 15], [0 - 20051], 0, [40 - 50], Private, United-States, Male, White, Husband, Prof-specialty, Married-civ-spouse, >50K
[47 - 67], [9 - 15], [0 - 20051], 0, [40 - 50], Private, United-States, Male, White, Husband, Prof-specialty, Married-civ-spouse, >50K
[47 - 67], [9 - 15], [0 - 20051], 0, [40 - 50], Private, United-States, Male, White, Husband, Prof-specialty, Married-civ-spouse, <=50K
[23 - 31], [10 - 13], 0, 0, [24 - 45], self, United-States, Female, White, Not-in-family, Other, Never-married, <=50K
[23 - 31], [10 - 13], 0, 0, [24 - 45], self, United-States, Female, White, Not-in-family, Other, Never-married, <=50K
